country_code,country_name,year,GDP (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)","Population, total","Unemployment, total (% of total labor force) (modeled ILO estimate)",gdp_per_capita,gdp_annual_growth_pct
IN,India,2020,2674851578587.27,6.6234367762853,,1402617695.0,7.859,1907.0425163766881,-5.669146680683412
IN,India,2021,3167270623260.47,5.13140747176364,,1414203896.0,6.38,2239.6138436748233,18.409210014309373
IN,India,2022,3249938492013.47,6.69903414079858,,1425423212.0,4.822,2279.98145719369,2.6100664763498926
IN,India,2023,3500906030644.76,5.64914318907925,,1438069596.0,4.172,2434.4482634098886,7.722224258952193
IN,India,2024,3760813470500.86,4.95303550973661,,1450935791.0,4.173,2591.9916607122004,7.4240050312985195
IN,India,2025,3956067115771.63,2.39884954182294,,1463865525.0,4.219,2702.4798714155318,5.191792860834621
US,United States,1960,541988586206.897,1.45797598627791,,180671000.0,,2999.8648715449463,
US,United States,1961,561940310344.828,1.07072414764724,,183691000.0,,3059.1608208612724,3.6812074360390135
US,United States,1962,603639413793.103,1.19877334820186,,186538000.0,,3236.013111500622,7.42055742943355
US,United States,1963,637058551724.138,1.23966942148753,,189242000.0,,3366.3697896034596,5.536274995868529
US,United States,1964,684144620689.655,1.27891156462591,,191889000.0,,3565.3144301635584,7.391168180394581
US,United States,1965,741904862068.965,1.58516926383662,,194303000.0,,3818.288251179678,8.44269466316705
US,United States,1966,813032758620.69,3.0150753768844,,196560000.0,,4136.308295791056,9.587199139438063
US,United States,1967,859620034482.759,2.77278562259309,,198712000.0,,4325.959350631864,5.730061349693272
US,United States,1968,940225000000.0,4.27179615288537,,200706000.0,,4684.58840293763,9.376813276082107
US,United States,1969,1017438172413.79,5.46238620028745,,202677000.0,,5019.9981863447265,8.212201591511615
US,United States,1970,1073303000000.0,5.83825533848251,,205052000.0,,5234.296666211498,5.490734385724405
US,United States,1971,1164850000000.0,4.29276668813051,,207661000.0,,5609.382599525187,8.529464652572472
US,United States,1972,1279110000000.0,3.27227824655283,,209896000.0,,6094.017989861646,9.808988281753006
US,United States,1973,1425376000000.0,6.17776006377038,,211909000.0,,6726.358955966948,11.434982136016458
US,United States,1974,1545243000000.0,11.0548048048048,,213854000.0,,7225.691359525657,8.40950037042858
US,United States,1975,1684904000000.0,9.14314686496535,,215973000.0,,7801.456663564427,9.038125395164375
US,United States,1976,1873412000000.0,5.74481263549085,,218035000.0,,8592.253537276125,11.18805581801694
US,United States,1977,2081826000000.0,6.5016839947284,,220239000.0,,9452.57651914511,11.12483532719979
US,United States,1978,2351599000000.0,7.63096383885606,,222585000.0,,10564.94822202754,12.958479719246462
US,United States,1979,2627333000000.0,11.2544711292795,,225055000.0,,11674.181866654817,11.725383451855521
US,United States,1980,2857307000000.0,13.5492019749684,,227225000.0,,12574.791506216305,8.753134832927545
US,United States,1981,3207041000000.0,10.3347153402771,,229466000.0,,13976.105392520025,12.239986812757596
US,United States,1982,3343789000000.0,6.13142700027493,,231664000.0,,14433.787727052973,4.263992883159284
US,United States,1983,3634038000000.0,3.21243523316065,,233792000.0,,15543.893717492472,8.680242682776939
US,United States,1984,4037613000000.0,4.30053547523429,,235825000.0,,17121.22548499947,11.10541496814288
US,United States,1985,4338979000000.0,3.54564415209365,,237924000.0,,18236.8277265009,7.463964476040674
US,United States,1986,4579631000000.0,1.89804772234276,,240133000.0,,19071.227194929477,5.5462817404739795
US,United States,1987,4855215000000.0,3.6645632175169,,242289000.0,,20038.941099265754,6.017602728254734
US,United States,1988,5236438000000.0,4.07774110744413,,244499000.0,,21417.011930519144,7.851825305367521
US,United States,1989,5641580000000.0,4.82700303008944,,246819000.0,,22857.154433005562,7.73697692973736
US,United States,1990,5963144000000.0,5.39795643990325,,249623000.0,,23888.60000881329,5.699892583283406
US,United States,1991,6158129000000.0,4.23496396453849,,252981000.0,6.8,24342.25890481894,3.2698355095902354
US,United States,1992,6520327000000.0,3.02881967814969,,256514000.0,7.5,25418.990776331895,5.881624110180228
US,United States,1993,6858559000000.0,2.95165696638559,,259919000.0,6.9,26387.293733817074,5.187347198997849
US,United States,1994,7287236000000.0,2.60744159215453,,263126000.0,6.119,27694.853416234047,6.250248776747425
US,United States,1995,7639749000000.0,2.80541968853662,,266278000.0,5.65,28690.875701334695,4.8374033721427345
US,United States,1996,8073122000000.0,2.93120419993441,,269394000.0,5.451,29967.712718174866,5.672607830440501
US,United States,1997,8577552000000.0,2.33768993730735,,272657000.0,5.0,31459.129969155387,6.2482643022117035
US,United States,1998,9062817000000.0,1.55227909874364,,275854000.0,4.511,32853.6725949234,5.65738336532382
US,United States,1999,9631172000000.0,2.18802719697358,,279040000.0,4.219,34515.38130733945,6.271284083083661
US,United States,2000,10250952000000.0,3.37685727149929,,282162411.0,3.992,36329.97025957508,6.435146210658482
US,United States,2001,10581929000000.0,2.82617111885407,,284968955.0,4.731,37133.620397351704,3.2287440229941566
US,United States,2002,10929108000000.0,1.58603162650601,,287625193.0,5.783,37997.7424300242,3.2808668438429223
US,United States,2003,11456450000000.0,2.27009497336115,,290107933.0,5.989,39490.30239031761,4.8251147303146835
US,United States,2004,12217196000000.0,2.67723669309172,,292805298.0,5.529,41724.64119826138,6.640329246843479
US,United States,2005,13039197000000.0,3.3927468454955,,295516599.0,5.084,44123.39964700257,6.728229619955339
US,United States,2006,13815583000000.0,3.22594410070404,,298379912.0,4.623,46301.98764855189,5.954247029169046
US,United States,2007,14474228000000.0,2.85267248150138,,301231207.0,4.622,48050.22741219505,4.767406485850079
US,United States,2008,14769862000000.0,3.839100296651,,304093966.0,5.784,48570.05942696015,2.0424854437832485
US,United States,2009,14478067000000.0,-0.355546266299747,,306771529.0,9.254,47194.95008938721,-1.9756108757143398
US,United States,2010,15048971000000.0,1.6400434423899,,309378227.0,9.633,48642.6312088213,3.943233582217842
US,United States,2011,15599732000000.0,3.156841568622,,311839461.0,8.949,50024.8812320773,3.6597917558615745
US,United States,2012,16253970000000.0,2.06933726526067,,314339099.0,8.069,51708.39406140819,4.193905382477081
US,United States,2013,16880683000000.0,1.46483265562717,,316726282.0,7.375,53297.38629015953,3.8557533944014954
US,United States,2014,17608138000000.0,1.62222297740817,,319257560.0,6.168,55153.3940182967,4.309393168511022
US,United States,2015,18295019000000.0,0.118627135552451,,321815121.0,5.28,56849.46979231594,3.9009292180695043
US,United States,2016,18804913000000.0,1.26158320570536,,324353340.0,4.869,57976.62820429104,2.7870646103182573
US,United States,2017,19612102000000.0,2.13011000365961,,326608609.0,4.355,60047.71907283069,4.292436769050734
US,United States,2018,20656516000000.0,2.44258329692817,,328529577.0,3.896,62875.66613827284,5.325354722303599
US,United States,2019,21539982000000.0,1.81221007526021,,330226227.0,3.669,65227.95659110383,4.27693614934872
US,United States,2020,21375281000000.0,1.23358439630629,,331578104.0,8.055,64465.297141574825,-0.7646292369232199
US,United States,2021,23725645000000.0,4.69785886363742,,332100166.0,5.349,71441.23198059468,10.995710418964787
US,United States,2022,26054614000000.0,8.00279982052121,,333996304.0,3.65,78008.6895811877,9.816251570821354
US,United States,2023,27811517000000.0,4.11633838374488,,336755052.0,3.638,82586.78477078943,6.743154974393395
US,United States,2024,29298013000000.0,2.94952520485207,,340003797.0,4.022,86169.66415819174,5.344893628060632
US,United States,2025,30769700000000.0,,,341784857.0,4.198,90026.51630057443,5.023163174922485
